ID,Soil_Type,Region,Irrigation,pH,Moisture,Nitrogen,Phosphorus,Potassium,Organic_Matter,Electrical_Conductivity,Bulk_Density,Clay_Percent,Temperature,Rainfall_7d,Sunlight_hours,Slope,Suitability
2081,Silt,Plain,None,6.816,21.662,80.669,53.425,93.799,4.413,1.034,1.409,15.794,17.528,1.668,7.784,6.481,Favorable
2082,Clay,Hill,None,6.917,22.415,115.553,40.78,142.176,3.425,0.884,1.474,60.115,14.738,36.768,7.435,13.164,Favorable
2083,Silt,Hill,Drip,6.986,22.489,125.903,41.717,116.218,2.733,1.17,1.329,28.852,13.277,18.979,7.779,11.086,Favorable
2084,Loam,Plain,Drip,6.984,,113.227,26.786,101.986,2.755,0.911,1.367,23.593,13.155,22.493,6.131,7.985,Favorable
2085,Clay,Mountain,Sprinkler,7.009,26.745,57.67,49.667,223.461,3.09,1.636,1.289,51.674,14.669,41.733,6.335,18.341,Unfavorable
2086,Clay,Plain,None,6.614,7.5,85.08,43.637,121.494,3.709,0.846,1.497,40.34,14.969,67.855,8.384,1.928,Favorable
2087,Sandy,Plain,Sprinkler,6.823,15.822,99.27,15.693,107.184,0.956,1.273,1.563,8.148,11.373,39.175,4.785,4.965,Favorable
2088,Sandy,Hill,Sprinkler,7.108,28.424,69.346,52.472,45.804,2.763,0.616,1.459,1.0,15.516,16.122,8.078,13.012,Unfavorable
2089,Loam,Hill,None,6.333,21.782,120.227,39.418,131.981,2.926,1.184,1.338,29.139,19.63,26.55,7.809,4.514,Favorable
2090,Clay,Plain,None,7.394,,140.372,50.378,158.444,2.073,1.057,1.425,47.305,20.395,39.362,8.028,0.0,Favorable
2091,Clay,Mountain,None,6.805,31.351,84.993,43.706,175.268,3.299,1.112,1.3,48.954,16.642,18.015,9.362,5.217,Favorable
2092,Loam,Plain,None,7.635,25.991,117.294,58.724,178.854,3.457,0.931,1.311,31.581,25.12,17.473,5.81,0.0,Favorable
2093,Sandy,Plain,Drip,6.153,22.011,119.709,41.209,95.668,4.601,1.023,1.606,9.898,12.077,7.874,8.485,2.881,Favorable
2094,Sandy,Hill,Sprinkler,6.253,17.25,81.62,58.532,86.136,3.054,0.634,1.58,20.179,10.379,7.652,6.648,11.496,Unfavorable
2095,Loam,Plain,None,6.86,21.78,104.284,43.67,148.996,1.199,0.807,1.42,28.907,24.67,60.462,9.495,12.023,Favorable
2096,Silt,Hill,Sprinkler,6.867,31.428,115.282,64.109,148.557,2.41,0.797,1.133,28.178,17.982,7.31,5.85,8.446,Favorable
2097,Sandy,Plain,Sprinkler,6.533,27.354,71.646,44.626,91.548,4.199,0.726,1.549,5.184,23.872,7.879,7.688,4.945,Favorable
2098,Loam,Plain,Drip,6.79,25.319,102.387,54.521,164.226,2.792,0.674,1.409,27.492,14.587,19.649,7.04,5.352,Favorable
2099,Clay,Plain,None,7.169,13.684,96.82,60.383,182.953,1.626,1.164,1.298,44.762,18.097,14.087,9.416,6.562,Unfavorable
2100,Loam,Plain,Drip,6.693,,139.164,53.295,138.828,3.507,1.102,1.313,26.029,16.518,11.559,5.221,7.601,Favorable
2101,Silt,Plain,None,7.375,22.189,109.732,30.843,133.881,2.653,1.018,1.301,14.652,16.962,37.428,4.952,11.208,Favorable
2102,Loam,Hill,None,6.505,7.987,123.778,58.576,171.926,1.427,0.819,1.267,35.862,17.904,11.768,5.052,10.372,Unfavorable
2103,Sandy,Plain,Sprinkler,6.062,20.293,80.694,56.363,92.759,2.686,1.24,1.559,7.823,15.175,9.644,7.141,3.217,Favorable
2104,Loam,Hill,None,6.743,,85.728,32.511,148.25,2.753,0.943,1.247,28.778,13.149,47.114,6.287,9.39,Favorable
2105,Clay,Hill,None,6.475,24.686,100.958,59.803,174.216,2.934,1.263,1.541,47.654,17.91,8.371,6.584,6.452,Favorable
2106,Clay,Hill,None,6.673,12.078,84.489,63.671,175.868,2.89,1.258,1.474,44.104,26.35,19.633,8.83,5.415,Favorable
2107,Loam,Plain,None,6.862,22.085,90.991,38.949,92.469,3.112,1.436,1.506,23.939,20.227,5.302,9.251,5.632,Favorable
2108,Silt,Plain,None,6.299,,106.84,48.556,192.681,1.843,1.077,1.358,14.034,12.934,36.517,7.077,6.722,Favorable
2109,Sandy,Hill,None,6.506,,104.873,39.413,104.757,1.25,0.648,1.558,1.0,12.826,20.377,4.562,15.683,Unfavorable
2110,Silt,Hill,Sprinkler,6.684,,98.549,33.931,160.086,1.976,0.958,1.141,9.13,11.314,29.959,9.119,5.277,Favorable
2111,Silt,Plain,Drip,6.917,8.179,130.207,22.648,142.649,2.767,0.812,1.356,12.079,20.827,19.914,9.229,5.093,Favorable
2112,Clay,Plain,None,6.868,19.802,96.762,50.859,168.708,2.754,1.182,1.363,51.952,15.158,8.286,8.286,7.01,Favorable
2113,Clay,Mountain,Drip,6.661,23.49,101.94,48.429,85.593,,0.896,1.507,44.207,11.674,11.119,7.276,21.712,Unfavorable
2114,Sandy,Hill,Drip,6.669,37.682,112.298,47.143,138.377,2.103,1.064,1.493,3.067,18.993,26.304,8.437,24.586,Unfavorable
2115,Silt,Hill,None,6.891,22.333,109.55,39.118,186.092,2.536,1.171,1.396,16.489,14.183,18.316,5.627,6.364,Favorable
2116,Silt,Hill,Sprinkler,6.782,20.247,125.423,30.533,159.681,,0.471,1.163,24.198,25.754,34.473,7.327,3.858,Favorable
2117,Silt,Hill,None,6.43,,113.309,45.489,127.968,3.895,0.98,1.418,24.698,16.733,28.077,7.651,14.044,Favorable
2118,Sandy,Hill,Sprinkler,7.152,27.849,63.017,21.762,109.81,3.033,0.682,1.558,1.0,22.823,21.136,7.292,15.838,Unfavorable
2119,Loam,Hill,Sprinkler,7.351,11.785,132.023,31.393,149.804,,1.058,1.432,20.39,20.723,9.334,7.802,7.127,Unfavorable
2120,Loam,Hill,None,6.915,25.284,102.004,46.565,131.905,3.631,0.707,1.382,13.624,19.016,38.832,4.832,2.265,Favorable
2121,Sandy,Plain,Sprinkler,6.852,31.852,85.152,26.71,152.104,2.929,1.193,1.609,19.571,7.978,15.721,5.993,0.0,Favorable
2122,Sandy,Hill,Sprinkler,6.275,,93.806,39.146,147.016,2.877,0.1,1.681,10.448,16.881,25.557,7.921,11.492,Favorable
2123,Clay,Plain,Drip,6.868,18.386,129.933,53.545,189.178,3.619,1.8,1.307,41.852,26.985,2.354,6.002,1.141,Favorable
2124,Loam,Plain,None,6.519,25.954,87.935,33.842,147.739,1.198,0.722,1.471,23.367,17.395,17.288,5.642,4.118,Favorable
2125,Loam,Hill,Sprinkler,7.195,26.233,75.849,71.697,162.465,2.386,1.339,1.427,7.867,8.093,17.971,4.687,11.426,Favorable
2126,Clay,Plain,None,7.125,27.947,106.075,50.642,149.865,4.087,1.115,1.459,46.194,13.201,13.821,6.003,0.738,Favorable
2127,Loam,Hill,None,6.826,23.501,94.366,40.118,174.481,2.652,0.718,1.604,20.238,10.496,11.858,4.765,9.433,Favorable
2128,Clay,Plain,Sprinkler,7.183,30.707,101.239,60.493,163.021,3.66,1.357,1.419,42.221,9.449,10.471,8.242,14.648,Favorable
2129,Silt,Plain,Sprinkler,6.317,20.357,114.042,57.479,137.462,3.114,1.638,1.623,22.633,19.252,46.708,3.813,4.922,Favorable
2130,Clay,Plain,Sprinkler,7.446,27.973,107.94,56.32,178.964,2.974,1.493,1.433,49.041,15.879,16.439,8.892,9.1,Favorable
2131,Sandy,Mountain,Drip,5.906,23.163,81.574,44.628,164.222,2.961,0.655,1.635,17.67,20.012,4.88,8.888,18.304,Unfavorable
2132,Loam,Hill,None,6.284,20.027,112.367,55.284,130.47,2.814,0.996,1.341,26.179,6.975,18.537,6.738,7.08,Favorable
2133,Loam,Plain,None,7.005,24.608,89.299,49.423,135.425,2.618,0.372,1.4,27.236,20.727,29.979,6.768,5.632,Favorable
2134,Sandy,Plain,None,6.191,,90.452,24.489,132.402,2.45,0.814,1.601,11.049,12.258,13.153,8.794,4.738,Unfavorable
2135,Sandy,Hill,None,6.436,,105.499,24.348,102.23,2.232,1.297,1.475,11.464,16.071,25.912,6.268,6.553,Favorable
2136,Loam,Hill,None,5.956,26.483,109.375,65.935,127.528,2.523,0.861,1.393,29.231,11.601,31.983,8.17,3.034,Favorable
2137,Sandy,Mountain,Drip,5.443,29.938,68.002,29.066,162.453,2.466,0.403,1.313,3.187,9.42,38.529,4.103,16.236,Unfavorable
2138,Loam,Plain,Drip,6.925,25.364,109.742,55.243,216.879,2.328,1.186,1.281,28.517,24.87,37.283,7.723,0.0,Favorable
2139,Silt,Hill,Drip,6.697,28.007,122.03,36.585,139.49,3.505,0.569,1.38,18.96,22.359,13.431,5.38,13.194,Favorable
2140,Sandy,Mountain,None,6.831,20.523,99.873,26.769,57.578,3.206,0.332,1.563,1.0,16.874,34.965,4.666,13.793,Unfavorable
2141,Sandy,Plain,None,7.118,27.67,84.022,49.506,112.704,3.688,1.138,1.612,14.265,21.109,48.197,8.22,0.0,Favorable
2142,Clay,Plain,None,6.731,15.41,66.608,44.704,174.293,2.318,0.942,1.4,37.605,18.682,19.427,5.411,2.587,Favorable
2143,Sandy,Hill,None,6.419,23.334,76.286,30.974,95.164,1.449,0.862,1.563,11.684,13.853,30.005,4.595,11.719,Unfavorable
2144,Loam,Plain,None,6.792,31.193,106.299,48.624,178.841,2.38,1.646,1.549,25.035,17.205,41.886,8.72,0.0,Favorable
2145,Clay,Plain,Drip,6.362,28.156,112.99,45.868,222.396,2.335,1.406,1.309,45.653,20.18,6.542,9.268,12.507,Unfavorable
2146,Loam,Hill,None,6.662,26.615,68.799,61.501,137.849,2.444,1.033,1.489,27.851,15.34,28.851,6.978,6.666,Favorable
2147,Silt,Plain,Drip,5.952,34.708,93.255,44.665,127.405,3.443,0.129,1.477,20.141,9.071,24.101,7.443,4.475,Favorable
2148,Sandy,Hill,Sprinkler,5.915,21.471,63.277,43.944,98.341,2.387,0.818,1.593,4.85,18.695,15.135,7.629,12.799,Unfavorable
2149,Loam,Hill,None,6.449,19.375,75.018,49.947,189.886,4.14,1.053,1.238,32.638,21.313,12.479,6.768,10.547,Favorable
2150,Sandy,Hill,None,6.529,10.359,129.863,31.855,110.429,1.685,0.717,1.54,5.256,21.384,38.563,8.516,9.977,Unfavorable
2151,Loam,Hill,None,6.57,20.802,72.283,54.27,127.948,1.762,1.485,1.469,27.533,18.55,13.427,5.697,14.442,Unfavorable
2152,Sandy,Plain,Sprinkler,6.395,27.776,94.171,36.218,111.095,3.497,0.871,1.624,9.831,18.592,44.442,6.362,5.021,Favorable
2153,Loam,Plain,Drip,6.337,35.745,93.386,58.598,166.518,2.92,0.613,1.424,29.89,25.059,17.249,4.649,7.672,Favorable
2154,Sandy,Hill,Sprinkler,6.654,,68.441,45.419,122.1,1.945,0.635,1.246,2.408,11.35,15.918,6.856,0.0,Favorable
2155,Sandy,Hill,None,6.612,22.33,48.695,30.77,100.216,2.04,1.811,1.384,4.618,15.333,15.304,8.55,5.797,Unfavorable
2156,Sandy,Plain,Sprinkler,5.683,37.58,119.6,51.206,117.658,2.255,0.752,1.603,6.13,21.074,18.769,7.652,6.712,Unfavorable
2157,Sandy,Plain,Drip,6.647,26.528,62.739,32.033,123.058,,0.739,1.606,1.0,24.065,45.844,9.504,3.727,Favorable
2158,Loam,Plain,Drip,6.94,29.175,104.068,56.639,166.619,3.004,0.622,1.503,23.476,12.855,17.139,6.472,3.869,Favorable
2159,Loam,Plain,None,6.672,16.071,67.012,55.705,222.268,2.887,0.553,1.377,28.824,26.226,10.033,8.721,3.351,Favorable
2160,Sandy,Hill,None,6.804,13.739,58.103,29.755,76.974,2.654,0.589,1.549,11.234,20.185,25.611,7.932,5.412,Unfavorable
2161,Loam,Hill,None,7.206,24.807,117.872,52.102,158.449,4.047,1.824,1.338,26.909,13.56,46.788,8.185,7.507,Favorable
2162,Loam,Plain,None,6.966,24.779,123.086,60.122,161.787,,1.49,1.282,15.394,10.136,36.138,7.902,4.01,Favorable
2163,Silt,Hill,None,5.942,17.285,97.956,34.231,181.643,1.258,0.643,1.334,9.128,19.005,36.056,8.022,11.545,Unfavorable
2164,Sandy,Plain,Drip,6.643,,136.881,21.574,139.335,3.208,0.937,1.436,9.083,15.559,8.662,7.54,9.747,Favorable
2165,Loam,Plain,Drip,6.89,30.927,126.134,61.211,183.787,2.631,0.753,1.372,30.409,24.227,36.112,6.976,4.154,Favorable
2166,Loam,Plain,Drip,6.495,33.788,94.982,42.175,156.568,3.978,1.222,1.34,23.429,16.126,10.596,8.001,8.487,Favorable
2167,Sandy,Plain,Sprinkler,5.63,36.883,71.552,43.499,120.99,,0.987,1.473,6.244,22.87,16.227,8.693,15.734,Unfavorable
2168,Clay,Plain,Sprinkler,6.77,25.841,99.887,65.183,160.599,3.674,0.744,1.443,43.929,18.039,7.9,5.853,1.327,Favorable
2169,Clay,Hill,Sprinkler,7.067,20.076,124.27,56.851,151.129,2.436,1.166,1.649,47.567,14.854,25.128,6.625,11.88,Unfavorable
2170,Sandy,Plain,None,6.393,15.586,76.209,27.409,81.939,2.77,0.991,1.696,11.073,11.019,10.851,7.765,1.736,Unfavorable
2171,Silt,Hill,None,7.959,17.43,111.749,39.841,167.315,1.814,1.286,1.358,20.428,13.922,4.228,4.737,8.421,Unfavorable
2172,Silt,Hill,Sprinkler,6.909,24.643,94.327,21.902,139.445,1.578,0.956,1.444,21.327,4.622,14.635,7.422,9.617,Favorable
2173,Clay,Plain,None,6.651,23.047,117.266,58.378,149.055,2.894,1.332,1.323,36.826,11.413,16.227,8.524,8.289,Favorable
2174,Clay,Plain,Sprinkler,7.753,27.791,109.313,34.08,119.571,4.062,1.043,1.36,46.028,16.843,7.09,7.831,2.962,Unfavorable
2175,Loam,Plain,Drip,6.702,25.013,85.785,55.696,186.493,3.217,1.116,1.274,35.791,18.206,20.622,8.399,4.987,Favorable
2176,Clay,Hill,Sprinkler,7.051,20.975,116.626,45.988,233.247,4.039,1.427,1.503,48.619,14.653,31.696,5.234,3.029,Favorable
2177,Loam,Mountain,Drip,6.119,19.377,108.381,59.668,114.928,3.287,0.904,1.524,20.612,9.259,2.688,3.739,17.718,Unfavorable
2178,Sandy,Plain,None,6.474,18.63,66.77,33.711,106.503,2.323,0.44,1.598,1.0,22.368,13.022,7.744,0.0,Unfavorable
2179,Sandy,Plain,None,7.351,,64.514,47.626,148.847,,0.883,1.507,1.0,15.104,9.907,8.839,2.449,Favorable
2180,Clay,Plain,Sprinkler,7.298,25.442,126.731,39.97,176.466,4.154,1.505,1.271,42.833,19.693,8.104,5.246,11.16,Favorable
2181,Loam,Mountain,Sprinkler,7.344,21.401,98.366,46.594,195.746,1.675,1.34,1.462,24.559,15.715,16.923,5.728,7.9,Favorable
2182,Silt,Mountain,Sprinkler,6.357,9.762,114.011,49.215,128.646,2.511,1.173,1.372,18.341,21.125,4.178,7.261,19.268,Unfavorable
2183,Loam,Mountain,Sprinkler,7.606,19.507,128.611,35.474,140.922,2.032,0.568,1.36,20.302,11.519,52.603,6.51,17.936,Unfavorable
2184,Clay,Plain,None,7.078,28.553,111.074,34.52,160.584,4.199,1.386,1.479,43.545,16.05,20.918,7.618,5.164,Favorable
2185,Loam,Mountain,None,6.337,31.523,128.629,43.568,173.932,2.454,1.024,1.581,28.402,13.37,26.2,6.742,18.106,Unfavorable
2186,Sandy,Plain,Sprinkler,7.127,18.44,78.663,33.174,150.155,2.719,0.684,1.507,11.254,19.14,10.708,6.564,0.0,Unfavorable
2187,Clay,Plain,Drip,6.734,29.515,94.56,65.821,147.945,2.853,0.83,1.698,47.547,11.786,57.267,7.894,4.109,Favorable
2188,Sandy,Plain,Drip,6.115,32.267,123.105,47.628,59.667,1.402,1.036,1.451,2.604,10.342,16.433,9.88,0.0,Unfavorable
2189,Clay,Mountain,Sprinkler,7.531,15.592,78.898,39.511,82.243,3.823,1.05,1.379,50.919,7.229,16.072,7.073,22.894,Unfavorable
2190,Sandy,Hill,Sprinkler,6.676,26.179,110.508,28.495,138.611,3.847,0.589,1.62,4.79,18.113,33.424,7.739,10.672,Favorable
2191,Loam,Plain,Sprinkler,6.491,26.738,119.339,38.447,189.605,,0.835,1.451,34.678,18.807,12.508,6.587,5.319,Favorable
2192,Sandy,Plain,Sprinkler,6.361,28.051,96.207,49.681,84.172,2.305,1.334,1.469,2.433,12.759,55.99,6.742,5.395,Favorable
2193,Sandy,Hill,None,7.25,34.579,88.691,53.034,70.294,3.618,0.43,1.628,19.258,16.245,13.307,5.701,8.855,Favorable
2194,Silt,Hill,None,6.586,24.72,103.535,54.116,179.024,3.384,1.181,1.238,18.849,11.351,10.655,7.303,8.006,Favorable
2195,Sandy,Plain,Sprinkler,6.314,29.692,72.679,34.929,117.408,3.047,0.527,1.631,10.1,15.376,18.897,7.039,1.609,Favorable
2196,Sandy,Plain,None,6.475,18.691,64.447,38.965,109.601,3.311,0.874,1.6,15.823,15.242,24.527,5.516,1.559,Favorable
2197,Sandy,Plain,None,7.321,22.994,94.676,23.595,77.153,,0.924,1.784,2.643,16.714,29.161,6.243,6.159,Favorable
2198,Clay,Plain,Sprinkler,6.456,28.074,110.89,47.414,178.413,2.721,1.277,1.211,48.607,13.353,17.467,8.056,4.585,Favorable
2199,Clay,Plain,Sprinkler,6.391,30.627,79.325,69.227,118.866,3.322,1.21,1.538,56.133,19.526,40.139,7.581,16.051,Favorable
2200,Silt,Plain,Sprinkler,7.224,16.514,78.58,45.329,171.952,3.722,0.697,1.265,8.616,20.528,37.917,7.207,5.709,Favorable
2201,Loam,Plain,Drip,6.517,31.333,117.679,44.44,125.86,1.623,1.903,1.383,22.835,9.9,12.989,7.541,0.43,Favorable
2202,Loam,Plain,Drip,6.268,19.815,86.007,64.456,93.928,1.059,0.713,1.346,15.639,13.44,32.206,8.219,12.998,Favorable
2203,Clay,Hill,Sprinkler,7.062,30.145,90.539,41.019,166.09,2.722,0.93,1.405,50.858,8.819,48.402,5.817,7.224,Favorable
2204,Clay,Plain,Drip,5.845,16.45,113.719,69.616,203.401,3.633,1.394,1.413,44.123,20.574,1.947,5.105,8.092,Unfavorable
2205,Silt,Plain,None,6.457,22.688,110.792,57.885,156.806,,0.551,1.383,11.111,17.319,52.921,7.856,4.376,Favorable
2206,Sandy,Mountain,Sprinkler,7.112,21.24,52.308,19.428,93.68,1.812,0.835,1.558,1.0,13.06,37.382,6.856,17.489,Unfavorable
2207,Silt,Hill,Drip,6.096,32.866,109.692,51.761,174.324,3.226,0.77,1.229,22.943,17.506,16.023,7.674,13.433,Favorable
2208,Clay,Mountain,None,7.347,8.837,85.808,39.593,174.787,2.699,1.565,1.525,54.577,13.678,17.021,6.499,19.914,Unfavorable
2209,Silt,Mountain,Sprinkler,7.385,10.97,92.702,44.305,165.202,1.76,0.6,1.388,30.46,11.021,15.784,5.827,12.615,Unfavorable
2210,Sandy,Hill,None,6.28,35.504,134.057,29.527,107.243,4.917,1.068,1.636,13.189,16.83,15.365,4.938,16.003,Unfavorable
2211,Clay,Hill,Sprinkler,7.132,19.804,97.516,79.638,171.37,,1.032,1.284,46.34,15.682,15.511,7.873,14.117,Unfavorable
2212,Sandy,Plain,None,6.131,23.34,102.142,28.529,96.894,2.036,0.335,1.743,6.45,20.543,3.274,5.532,4.213,Unfavorable
2213,Loam,Plain,Drip,7.451,23.379,108.985,55.131,174.418,3.109,1.17,1.212,30.228,17.568,33.363,7.617,3.619,Favorable
2214,Silt,Plain,Sprinkler,6.912,,94.202,53.351,178.829,2.198,0.699,1.37,13.248,8.693,17.933,4.936,0.0,Favorable
2215,Loam,Hill,None,6.294,18.477,107.772,32.291,140.849,3.138,1.23,1.134,42.784,20.419,11.981,7.832,15.277,Unfavorable
2216,Clay,Hill,Sprinkler,6.09,25.622,108.603,38.548,201.096,2.754,1.093,1.426,44.788,18.234,24.559,7.48,10.961,Unfavorable
2217,Sandy,Plain,None,6.931,21.919,119.191,60.906,135.008,2.638,0.892,1.44,12.075,19.085,44.933,8.805,0.0,Favorable
2218,Clay,Plain,None,7.67,28.019,123.752,18.892,177.123,1.835,0.778,1.363,56.594,24.529,63.728,3.0,5.409,Favorable
2219,Sandy,Plain,None,6.609,,65.156,25.497,82.965,3.557,0.808,1.455,12.092,5.997,33.021,8.399,9.456,Favorable
2220,Sandy,Plain,None,6.231,23.146,82.526,28.58,136.39,0.82,0.554,1.449,3.878,32.317,72.159,9.074,0.0,Unfavorable
2221,Sandy,Plain,Drip,6.367,19.631,91.667,27.678,97.761,,0.48,1.918,5.976,17.419,26.473,8.431,0.0,Favorable
2222,Sandy,Plain,Sprinkler,6.798,32.172,83.307,26.618,114.308,1.8,0.819,1.624,12.634,16.692,36.787,7.402,3.829,Favorable
2223,Loam,Hill,Sprinkler,6.14,27.46,120.231,42.358,186.06,2.561,0.755,1.601,21.475,21.957,40.93,5.131,10.339,Favorable
2224,Loam,Hill,None,6.455,33.578,116.289,49.198,183.992,1.782,1.331,1.214,29.062,10.475,32.048,6.214,10.761,Favorable
2225,Clay,Plain,Sprinkler,6.315,33.813,116.637,58.871,193.712,4.146,1.16,1.34,40.298,12.343,22.167,6.721,6.105,Favorable
2226,Clay,Plain,Sprinkler,7.034,22.152,139.572,31.221,183.216,2.776,1.399,1.626,41.019,19.488,6.199,8.763,9.608,Favorable
2227,Sandy,Hill,None,6.826,21.789,83.423,20.13,110.048,3.65,0.582,1.51,6.015,15.047,33.661,7.421,8.94,Favorable
2228,Sandy,Hill,Drip,6.199,20.47,89.284,18.765,100.186,2.936,1.058,1.734,9.016,20.917,21.392,4.404,6.212,Favorable
2229,Loam,Hill,Sprinkler,6.579,23.892,84.111,36.258,157.49,3.25,1.274,1.211,18.428,18.452,17.153,7.644,13.647,Favorable
2230,Sandy,Plain,None,6.711,23.902,77.95,41.561,119.004,1.872,0.235,1.613,5.221,14.449,41.962,7.107,0.867,Favorable
2231,Sandy,Plain,None,6.639,17.019,53.131,27.7,124.439,2.153,0.886,1.543,6.161,10.145,11.675,4.659,6.493,Unfavorable
2232,Silt,Mountain,Drip,7.113,22.543,51.664,51.392,164.497,2.819,1.473,1.356,22.725,15.826,9.956,5.03,19.058,Unfavorable
2233,Sandy,Mountain,Sprinkler,6.214,26.647,90.421,33.767,88.493,2.271,0.387,1.702,12.282,9.944,4.177,6.235,7.24,Unfavorable
2234,Silt,Mountain,Sprinkler,5.837,28.856,98.026,36.409,120.72,3.303,0.31,1.15,10.761,20.687,14.88,4.496,9.613,Unfavorable
2235,Silt,Plain,None,5.993,22.671,77.375,53.734,141.58,4.181,1.378,1.467,22.483,12.068,15.742,6.094,7.08,Favorable
2236,Loam,Plain,None,6.682,29.864,82.757,47.54,146.696,3.103,1.295,1.484,24.536,11.264,22.699,7.793,0.0,Favorable
2237,Loam,Plain,Sprinkler,6.941,19.929,91.267,63.894,134.167,1.752,1.029,1.332,15.909,17.963,13.359,6.335,9.034,Favorable
2238,Loam,Hill,None,6.742,17.095,139.764,64.873,195.979,2.142,1.245,1.251,20.721,16.971,13.597,5.788,7.477,Favorable
2239,Clay,Hill,None,7.412,16.901,97.976,55.398,135.94,2.422,1.215,1.455,50.857,24.004,5.038,6.374,11.247,Unfavorable
2240,Loam,Mountain,Sprinkler,6.895,14.776,105.19,52.856,147.825,2.639,0.392,1.276,20.502,8.338,14.406,4.418,17.437,Unfavorable
2241,Silt,Hill,Sprinkler,7.305,28.806,89.885,60.428,167.328,2.167,0.867,1.348,10.39,14.571,32.803,6.028,14.619,Favorable
2242,Clay,Plain,None,7.818,19.596,99.25,53.502,146.876,2.312,0.926,1.334,47.548,16.045,5.625,8.168,0.0,Unfavorable
2243,Loam,Mountain,Drip,6.87,23.164,143.148,21.751,122.457,1.725,0.217,1.317,17.154,13.42,12.863,9.441,24.492,Unfavorable
2244,Loam,Plain,Sprinkler,7.047,20.282,138.828,35.374,169.399,0.938,1.461,1.417,26.16,15.205,3.054,9.854,4.622,Favorable
2245,Loam,Plain,None,6.91,29.173,116.099,50.133,191.213,,0.857,1.342,33.718,13.317,8.326,5.949,0.0,Favorable
2246,Clay,Plain,Drip,6.692,23.343,164.863,49.246,175.65,2.779,1.308,1.42,47.697,21.606,29.343,6.808,0.0,Favorable
2247,Sandy,Hill,None,5.394,16.098,91.343,53.09,124.741,1.654,1.37,1.609,11.441,17.472,36.883,7.398,11.044,Unfavorable
2248,Clay,Hill,Drip,7.225,14.939,80.621,50.086,150.214,3.38,1.234,1.378,51.421,10.499,19.483,4.72,1.84,Favorable
2249,Silt,Plain,Drip,7.024,26.539,117.805,65.699,159.682,3.601,1.079,1.263,34.351,17.23,11.738,8.268,0.0,Favorable
2250,Loam,Plain,None,6.805,21.77,110.292,55.475,173.419,3.251,0.88,1.378,21.248,21.158,30.341,7.314,2.797,Favorable
2251,Clay,Plain,Drip,7.152,26.712,140.662,52.58,191.731,4.024,1.26,1.209,57.615,15.964,12.686,6.32,0.36,Favorable
2252,Loam,Plain,Drip,6.955,31.154,82.719,27.669,162.307,,1.375,1.632,22.201,17.937,17.903,6.48,7.288,Favorable
2253,Clay,Plain,None,7.337,18.569,91.899,27.268,157.604,2.693,1.264,1.449,41.761,24.28,27.209,7.32,4.955,Favorable
2254,Clay,Hill,None,6.627,19.804,134.013,58.406,160.932,3.018,0.737,1.462,40.845,18.456,18.597,4.684,15.793,Favorable
2255,Silt,Hill,None,7.151,23.132,89.23,35.731,170.16,2.177,0.558,1.37,14.225,16.595,12.047,8.01,7.813,Favorable
2256,Silt,Mountain,Drip,6.872,16.338,86.063,25.515,140.706,2.202,0.292,1.338,19.483,13.531,7.187,4.963,14.671,Unfavorable
2257,Loam,Plain,Drip,6.339,20.806,121.107,37.581,178.345,3.773,1.347,1.323,18.611,11.313,13.943,6.158,2.562,Favorable
2258,Sandy,Plain,None,6.442,16.546,84.491,31.123,169.908,1.474,0.2,1.562,7.217,20.956,27.081,8.805,9.939,Unfavorable
2259,Loam,Hill,Sprinkler,6.746,34.358,147.405,73.778,137.845,4.098,0.434,1.525,29.325,16.805,14.714,10.903,11.684,Favorable
2260,Loam,Plain,Sprinkler,7.465,,129.18,50.067,143.469,4.668,1.313,1.2,38.915,15.683,39.259,8.025,0.0,Favorable
2261,Loam,Plain,None,6.774,13.126,109.545,69.088,158.482,3.89,0.83,1.429,19.95,24.593,39.569,8.428,0.0,Favorable
2262,Clay,Plain,Sprinkler,7.029,24.682,90.74,77.813,168.612,2.094,0.995,1.285,43.611,16.134,22.675,7.547,8.582,Favorable
2263,Sandy,Plain,None,7.041,15.591,98.673,29.156,87.601,2.503,0.863,1.608,1.0,15.81,15.671,4.426,8.035,Unfavorable
2264,Silt,Plain,None,7.37,13.855,115.266,62.563,169.375,1.634,0.154,1.237,16.323,29.624,11.766,8.783,7.061,Unfavorable
2265,Loam,Mountain,Drip,7.268,27.586,76.957,53.165,165.031,2.434,1.135,1.588,31.637,10.879,4.816,7.52,18.997,Unfavorable
2266,Sandy,Plain,Sprinkler,6.413,28.679,121.371,48.4,143.315,2.132,0.447,1.457,3.21,15.22,25.337,4.393,3.713,Favorable
2267,Loam,Hill,Sprinkler,6.787,17.016,142.881,61.773,189.608,2.161,1.211,1.42,15.08,18.553,16.308,7.943,12.206,Favorable
2268,Silt,Mountain,None,7.248,27.569,102.789,26.089,93.829,4.065,1.337,1.241,24.882,11.098,28.759,7.18,7.774,Favorable
2269,Loam,Hill,Sprinkler,6.364,16.286,83.935,36.498,181.55,3.135,0.682,1.281,29.869,17.82,17.824,8.353,7.027,Favorable
2270,Silt,Plain,None,6.457,25.56,144.237,42.034,120.578,3.605,0.53,1.278,24.279,22.499,22.925,5.866,3.109,Favorable
2271,Sandy,Mountain,Sprinkler,6.301,21.291,89.109,34.599,89.362,1.356,1.028,1.58,7.197,14.414,26.041,8.116,13.261,Unfavorable
